Key,File,Type,UsedInMainMenu,NoTranslate,english,Context / Alternate Text,german,spanish,french,italian,japanese,koreana,polish,brazilian,russian,turkish,schinese,tchinese
dutT6ShotgunBundleDesc,items,Gun,,,"Contains a Shotgun T6. Open to receive your reward.",,,,,,,,,,,"Otomatik Pompalı Tüfek 6. Seviye içerir açınca ödülünü alırsın.",,

dutT6SniperBundle,items,Gun,,,"Rifle T6 Bundle",,,,,,,,,,,"Keskin Nişancı Tüfeği 6. Seviye Kutusu",,
dutT6SniperBundleDesc,items,Gun,,,"Contains a Rifle T6. Open to receive your reward.",,,,,,,,,,,"Keskin Nişancı Tüfeği 6. Seviye içerir açınca ödülünü alırsın.",,

dutT6DesertVultureBundle,items,Gun,,,"Desert Vulture T6 Bundle",,,,,,,,,,,"Desert Vulture 6. Seviye Kutusu",,
dutT6DesertVultureBundleDesc,items,Gun,,,"Contains a Desert Vulture T6. Open to receive your reward.",,,,,,,,,,,"Desert Vulture 6. Seviye içerir açınca ödülünü alırsın.",,

dutT6SMGBundle,items,Gun,,,"SMG T6 Bundle",,,,,,,,,,,"SMG 6. Seviye Kutusu",,
dutT6SMGBundleDesc,items,Gun,,,"Contains a SMG T6. Open to receive your reward.",,,,,,,,,,,"SMG 6. Seviye içerir açınca ödülünü alırsın.",,

dutT6MacheteBundle,items,Gun,,,"Machete T6 Bundle",,,,,,,,,,,"Pala 6. Seviye Kutusu",,
dutT6MacheteBundleDesc,items,Gun,,,"Contains a Machete T6. Open to receive your reward.",,,,,,,,,,,"Pala 6. Seviye içerir açınca ödülünü alırsın.",,

dutT6SledgehammerBundle,items,Gun,,,"Sledgehammer T6 Bundle",,,,,,,,,,,"Çelik Balyoz 6. Seviye Kutusu",,
dutT6SledgehammerBundleDesc,items,Gun,,,"Contains a Sledgehammer T6. Open to receive your reward.",,,,,,,,,,,"Çelik Balyoz 6. Seviye içerir açınca ödülünü alırsın.",,

dutT6BatonBundle,items,Gun,,,"Baton T6 Bundle",,,,,,,,,,,"Elektroşok Tabancası 6. Seviye Kutusu",,
dutT6BatonBundleDesc,items,Gun,,,"Contains a Baton T6. Open to receive your reward.",,,,,,,,,,,"Elektroşok Tabancası 6. Seviye içerir açınca ödülünü alırsın.",,

dutT6KnucklesBundle,items,Gun,,,"Knuckles T6 Bundle",,,,,,,,,,,"Çelik Muşta 6. Seviye Kutusu",,
dutT6KnucklesBundleDesc,items,Gun,,,"Contains a Knuckles T6. Open to receive your reward.",,,,,,,,,,,"Çelik Muşta 6. Seviye içerir açınca ödülünü alırsın.",,

dutT6SpearBundle,items,Gun,,,"Spear T6 Bundle",,,,,,,,,,,"Çelik Mızrak 6. Seviye Kutusu",,
dutT6SpearBundleDesc,items,Gun,,,"Contains a Spear T6. Open to receive your reward.",,,,,,,,,,,"Çelik Mızrak 6. Seviye içerir açınca ödülünü alırsın.",,

dutT6ClubBundle,items,Gun,,,"Club T6 Bundle",,,,,,,,,,,"Çelik Sopa 6. Seviye Kutusu",,
dutT6ClubBundleDesc,items,Gun,,,"Contains a Club T6. Open to receive your reward.",,,,,,,,,,,"Çelik Sopa 6. Seviye içerir açınca ödülünü alırsın.",,



zombieArleneCorrupted,entities,Entity,,"Corrupted Arlene",,,,,,,,,,,"Bozulmuş Arlene",,
zombieArleneApocalyptic,entities,Entity,,"Apocalyptic Arlene",,,,,,,,,,,"Kıyamet Arlene",,
zombieBusinessManCorrupted,entities,Entity,,"Corrupted Businessman",,,,,,,,,,,"Bozulmuş İş Adamı",,
zombieBusinessManApocalyptic,entities,Entity,,"Apocalyptic Businessman",,,,,,,,,,,"Kıyamet İş Adamı",,
zombieJoeCorrupted,entities,Entity,,"Corrupted Joe",,,,,,,,,,,"Bozulmuş Joe",,
zombieJoeApocalyptic,entities,Entity,,"Apocalyptic Joe",,,,,,,,,,,"Kıyamet Joe",,
zombieBoeCorrupted,entities,Entity,,"Corrupted Boe",,,,,,,,,,,"Bozulmuş Boe",,
zombieBoeApocalyptic,entities,Entity,,"Apocalyptic Boe",,,,,,,,,,,"Kıyamet Boe",,
zombieSpiderCorrupted,entities,Entity,,"Corrupted Spider",,,,,,,,,,,"Bozulmuş Örümcek",,
zombieSpiderApocalyptic,entities,Entity,,"Apocalyptic Spider",,,,,,,,,,,"Kıyamet Örümcek",,
zombieSpiderLegendary,entities,Entity,,"Legendary Spider Boss",,,,,,,,,,,"Efsanevi Örümcek Boss",,

corruptedZombieDesc,entities,Entity,,"A zombie corrupted by dark energy, more dangerous than charged variants.",,,,,,,,,,,"Karanlık enerji tarafından bozulmuş zombi, şarjlı türlerden daha tehlikeli.",,
apocalypticZombieDesc,entities,Entity,,"Pure red apocalyptic zombies, the ultimate threat before boss level.",,,,,,,,,,,"Saf kırmızı kıyamet zombileri, boss seviyesinden önceki en büyük tehdit.",,
legendaryZombieDesc,entities,Entity,,"Golden legendary boss zombie, nearly indestructible and extremely dangerous.",,,,,,,,,,,"Altın efsanevi boss zombi, neredeyse yıkılmaz ve son derece tehlikeli.",,

zombieTierInfo,entities,Entity,,"Zombie Difficulty: Green > Blue > Yellow > Purple > Red > Golden",,,,,,,,,,,"Zombi Zorluk Seviyeleri: Yeşil > Mavi > Sarı > Mor > Kırmızı > Altın",,
